,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported
156,0.0,False,5447.0,2.0,19.0,False,1.0,219.0,673.0,2.0,11.0,Elaney Webstephrey,True
157,0.0,False,5447.0,2.0,0.0,False,0.0,0.0,0.0,0.0,0.0,Raque Webstephrey,False
158,0.0,False,5447.0,2.0,3.0,False,0.0,0.0,0.0,0.0,0.0,Sallyl Webstephrey,True
159,0.0,False,5466.0,2.0,20.0,False,0.0,0.0,3.0,299.0,92.0,Nancis Brighttt,False
160,1.0,True,902.0,2.0,24.0,False,0.0,0.0,0.0,0.0,0.0,Ksorab Disight,True
161,0.0,False,3646.0,2.0,37.0,False,17.0,146.0,426.0,0.0,232.0,Stany Weaves,True
162,0.0,False,5484.0,2.0,25.0,False,62.0,0.0,0.0,0.0,956.0,Camiet Shephendry,False
163,0.0,True,5530.0,2.0,56.0,False,0.0,0.0,0.0,0.0,0.0,Branda Romez,True
164,0.0,False,2157.0,0.0,49.0,False,84.0,3.0,401.0,202.0,98.0,Helly Booters,False
165,0.0,True,5545.0,0.0,11.0,False,0.0,0.0,0.0,0.0,0.0,,False
166,0.0,True,5498.0,2.0,1.0,False,0.0,0.0,0.0,0.0,0.0,Tance Adavisons,True
167,0.0,False,5498.0,2.0,8.0,False,0.0,0.0,0.0,0.0,0.0,Robyny Adavisons,False
168,0.0,False,5498.0,2.0,39.0,False,0.0,0.0,10.0,898.0,0.0,Lilace Adavisons,False
169,2.0,True,3707.0,2.0,2.0,False,0.0,0.0,0.0,0.0,0.0,Sps Raf,True
170,2.0,False,3707.0,2.0,23.0,False,,0.0,8.0,1072.0,0.0,Frook Raf,False
171,2.0,False,3707.0,2.0,0.0,False,0.0,0.0,0.0,0.0,0.0,Goles Raf,True
172,2.0,False,3728.0,2.0,39.0,False,406.0,0.0,867.0,0.0,0.0,Bar Floaf,True
173,2.0,False,1329.0,1.0,25.0,False,1052.0,0.0,719.0,0.0,7.0,Caper Emead,False
174,1.0,False,961.0,2.0,36.0,False,0.0,972.0,0.0,795.0,575.0,Astrak Dissper,False
175,0.0,,5514.0,1.0,52.0,False,0.0,0.0,0.0,0.0,0.0,Jeroy Cookson,True
176,0.0,True,5558.0,2.0,18.0,False,0.0,0.0,0.0,0.0,0.0,Regana Morrows,False
177,0.0,True,5529.0,2.0,15.0,False,0.0,0.0,0.0,0.0,0.0,Elia Colomonson,True
178,1.0,True,462.0,2.0,35.0,False,0.0,0.0,0.0,0.0,0.0,Kaffias Bacistion,True
179,1.0,True,462.0,2.0,47.0,False,0.0,0.0,0.0,0.0,0.0,Edaruma Bacistion,True
180,1.0,True,583.0,0.0,45.0,False,0.0,0.0,0.0,0.0,0.0,Pomera Embleng,True
181,1.0,False,23.0,0.0,,False,0.0,2433.0,,878.0,443.0,Vegas Embleng,True
182,1.0,True,1006.0,2.0,51.0,False,0.0,0.0,0.0,0.0,0.0,Ancham Heateele,True
183,0.0,False,5570.0,2.0,29.0,False,0.0,2.0,66.0,0.0,705.0,Carma Oneiles,False
184,1.0,False,1022.0,0.0,,False,2.0,1720.0,12.0,1125.0,122.0,Nuson Brugashed,True
185,0.0,True,5544.0,1.0,19.0,False,0.0,0.0,0.0,0.0,0.0,Thony Mcfaddennon,False
186,,True,1344.0,0.0,24.0,False,0.0,0.0,,0.0,0.0,Arraid Inicont,True
187,2.0,False,3762.0,2.0,29.0,False,902.0,1.0,137.0,0.0,0.0,Pebuts Appie,True
188,2.0,True,3762.0,2.0,11.0,False,0.0,0.0,0.0,0.0,0.0,Corsh Appie,True
189,2.0,False,3762.0,2.0,17.0,False,848.0,0.0,307.0,182.0,0.0,Picers Date,False
190,0.0,False,2169.0,2.0,13.0,False,192.0,0.0,0.0,51.0,739.0,Inen Workmans,False
191,0.0,False,3775.0,2.0,35.0,False,147.0,188.0,0.0,10.0,387.0,Shally Workmans,False
192,0.0,False,3789.0,2.0,21.0,False,367.0,281.0,0.0,0.0,146.0,Carita Navages,False
193,0.0,False,3697.0,0.0,21.0,False,0.0,56.0,0.0,0.0,1918.0,Searla Garnes,False
194,0.0,False,3805.0,2.0,38.0,False,1517.0,0.0,0.0,27.0,0.0,Prilly Shieldson,False
195,0.0,True,5600.0,2.0,19.0,False,0.0,0.0,0.0,0.0,0.0,Nica River,True
196,0.0,True,5615.0,2.0,2.0,False,0.0,0.0,0.0,0.0,0.0,Tyle Wilsoney,True
197,0.0,False,5615.0,2.0,0.0,False,0.0,0.0,0.0,0.0,0.0,Wena Wilsoney,True
198,0.0,True,5615.0,2.0,13.0,False,0.0,0.0,0.0,0.0,0.0,Branca Wilsoney,False
199,0.0,False,1409.0,2.0,25.0,False,122.0,84.0,,0.0,0.0,Dont Wilsoney,False
200,0.0,False,3818.0,2.0,16.0,False,0.0,3.0,0.0,0.0,1099.0,Velyne Wilsoney,False
201,0.0,False,5615.0,0.0,1.0,False,0.0,0.0,0.0,0.0,0.0,Weney Wilsoney,False
202,0.0,True,5615.0,2.0,15.0,False,0.0,0.0,0.0,0.0,0.0,Guye Wilsoney,True
203,2.0,False,1454.0,0.0,21.0,False,2237.0,0.0,119.0,0.0,0.0,Cowhex Blan,False
204,2.0,False,1454.0,2.0,23.0,False,1215.0,80.0,1.0,2.0,0.0,Yogark Reke,False
205,2.0,False,1454.0,2.0,33.0,False,1933.0,12.0,188.0,1.0,0.0,Jacks Reke,False
206,2.0,True,1454.0,2.0,21.0,False,0.0,0.0,0.0,0.0,0.0,Eerch Reke,True
207,2.0,False,1454.0,2.0,41.0,False,1230.0,0.0,301.0,43.0,1023.0,Panbug Reke,False
208,2.0,False,1454.0,2.0,16.0,False,915.0,0.0,221.0,234.0,0.0,Gran Reke,False
209,2.0,True,1454.0,2.0,42.0,False,0.0,0.0,0.0,0.0,0.0,Rohs Reke,False
210,2.0,False,3708.0,2.0,20.0,False,1406.0,0.0,0.0,11.0,0.0,Gone Perte,False
211,2.0,True,3708.0,2.0,24.0,False,0.0,0.0,0.0,0.0,0.0,Colf Deva,True
212,2.0,True,1468.0,2.0,16.0,False,0.0,0.0,0.0,0.0,0.0,Grake Perte,True
213,0.0,False,5586.0,2.0,21.0,False,0.0,2.0,665.0,0.0,9.0,Evan Sykess,False
214,2.0,False,3729.0,2.0,32.0,True,181.0,0.0,5.0,1634.0,0.0,Blues Queen,False
215,0.0,True,5630.0,1.0,58.0,False,0.0,0.0,0.0,0.0,0.0,Carly Hortis,True
216,0.0,False,3746.0,2.0,24.0,False,4.0,7.0,0.0,713.0,79.0,Done Sellahaney,False
217,2.0,False,3763.0,2.0,30.0,False,85.0,0.0,1.0,1720.0,0.0,Krus Nate,False
218,0.0,True,5601.0,1.0,27.0,False,0.0,,0.0,0.0,0.0,Nica Bakerrison,False
219,2.0,False,3776.0,2.0,32.0,False,56.0,0.0,256.0,1438.0,0.0,Teda Wist,False
220,0.0,False,3845.0,2.0,43.0,False,,888.0,0.0,0.0,0.0,Keitha Josey,False
221,1.0,True,166.0,2.0,42.0,False,0.0,0.0,0.0,0.0,0.0,Weias Aginge,True
222,2.0,False,,2.0,37.0,False,637.0,0.0,0.0,92.0,319.0,Diedow Resty,False
223,2.0,True,3872.0,2.0,35.0,False,0.0,0.0,0.0,0.0,0.0,Puffes Crie,True
224,1.0,,1424.0,0.0,33.0,False,0.0,1249.0,0.0,4812.0,1116.0,Alas Dischod,False
225,,False,3790.0,2.0,18.0,False,313.0,1.0,691.0,283.0,0.0,Almone Sté,False
226,0.0,True,5616.0,2.0,21.0,False,0.0,0.0,0.0,0.0,0.0,Lilace Cartyernan,False
227,2.0,True,,2.0,43.0,False,0.0,0.0,0.0,0.0,0.0,Froos Sad,True
228,2.0,True,3806.0,0.0,14.0,,0.0,0.0,0.0,0.0,0.0,Tous Sad,True
229,1.0,False,978.0,0.0,46.0,False,0.0,3571.0,0.0,0.0,7.0,Glueba Repumparte,True
230,1.0,False,978.0,2.0,33.0,False,0.0,86.0,796.0,584.0,10912.0,Anchib Repumparte,False
231,2.0,False,1377.0,2.0,21.0,False,2947.0,0.0,287.0,27.0,0.0,Mele Sesa,False
232,1.0,False,599.0,2.0,33.0,False,0.0,1.0,0.0,8620.0,1063.0,Genifi Spanxibus,False
233,0.0,True,5631.0,1.0,47.0,False,,0.0,0.0,0.0,0.0,Camily Kramosley,False
234,,True,613.0,0.0,54.0,False,0.0,0.0,0.0,0.0,0.0,Diphah Amsive,True
235,0.0,False,3888.0,2.0,30.0,False,335.0,695.0,541.0,0.0,0.0,Leenny Byerry,False
236,0.0,False,5686.0,2.0,29.0,False,272.0,615.0,0.0,0.0,1.0,Dawne Cardner,False
237,0.0,False,3903.0,2.0,21.0,False,702.0,172.0,408.0,2.0,6.0,Race Stenson,True
238,1.0,True,44.0,2.0,24.0,False,0.0,0.0,0.0,0.0,0.0,Ashir Mingious,True
239,2.0,False,3832.0,0.0,21.0,False,1664.0,0.0,,0.0,0.0,Errohs Berte,False
240,2.0,True,3832.0,2.0,60.0,False,0.0,0.0,0.0,0.0,0.0,Squars Berte,True
241,0.0,False,3846.0,2.0,22.0,False,0.0,0.0,313.0,299.0,92.0,Feryla Cooperkins,False
242,1.0,False,1497.0,2.0,26.0,False,0.0,4810.0,0.0,981.0,2054.0,Segino Inderly,False
243,0.0,False,3932.0,2.0,26.0,False,66.0,29.0,0.0,0.0,803.0,Dord Bookerson,False
244,0.0,True,5702.0,2.0,28.0,False,0.0,0.0,0.0,0.0,0.0,Maen Merkins,True
245,1.0,True,1378.0,2.0,39.0,False,0.0,0.0,0.0,,0.0,Etair Herpumble,True
246,0.0,False,3858.0,2.0,13.0,False,118.0,0.0,0.0,754.0,1.0,Lilace Sancockett,False
247,0.0,False,3873.0,0.0,47.0,False,0.0,231.0,592.0,0.0,0.0,Lerome Polliamposs,True
248,0.0,False,3973.0,2.0,63.0,False,0.0,25.0,128.0,0.0,1240.0,Cathya Fryersonis,False
249,1.0,True,1392.0,0.0,,False,0.0,0.0,0.0,0.0,0.0,Terf Obnoble,True
250,0.0,False,4003.0,0.0,50.0,False,44.0,2390.0,0.0,53.0,0.0,Byront Mcdanield,True
251,0.0,False,,2.0,35.0,False,0.0,0.0,0.0,888.0,,Judya Beachez,False
252,0.0,False,5731.0,2.0,45.0,False,0.0,97.0,0.0,14.0,333.0,Marice Beachez,False
253,0.0,False,4026.0,2.0,19.0,False,0.0,0.0,2078.0,0.0,0.0,Derine Pierry,True
254,0.0,False,3904.0,2.0,21.0,False,0.0,918.0,0.0,0.0,0.0,Valex Baketton,True
255,0.0,True,5748.0,1.0,29.0,False,0.0,0.0,0.0,0.0,0.0,Jacky Santin,True
256,0.0,False,4040.0,2.0,22.0,False,146.0,654.0,1.0,0.0,2.0,Roydo Santin,True
257,1.0,True,1496.0,2.0,14.0,False,0.0,0.0,0.0,0.0,0.0,Krabik Invebodene,True
258,1.0,True,1496.0,0.0,42.0,False,0.0,0.0,0.0,0.0,0.0,Grasath Invebodene,True
